,words,sents,mean,median,mode,stdev,idno,author,author-gender,title,pub-year,crt-year,genre,subgenre,narration,series,simenon3,corpus,romans-corpus
rv0580,90519,6132,14.761741683,11,4,11.9263948901,rv0580,SouvAllain,male,TrainPerdu,1912,1912,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0581,103391,8025,12.8836137072,10,5,10.5160390492,rv0581,SouvAllain,male,SouliersMort,1912,1912,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv0582,121651,8095,15.0279184682,11,2,13.212735029,rv0582,SouvAllain,male,FaiseurReines,1913,1913,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv0583,126886,7840,16.1844387755,12,7,13.6545915389,rv0583,SouvAllain,male,CadavreGeant,1913,1913,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0584,125657,9080,13.838876652,10,2,12.4590751938,rv0584,SouvAllain,male,VoleurOr,1913,1913,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0585,87722,6393,13.7215704677,9,1,13.5256411367,rv0585,SouvAllain,male,JuveFantomas,1911,1911,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0587,94470,6074,15.5531774778,12,4,12.8572833015,rv0587,SouvAllain,male,EvadeeSaintLazare,1912,1912,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv0603,99726,7060,14.1254957507,11,4,11.3802971401,rv0603,SouvAllain,male,GuepeRouge,1912,1912,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0604,81352,5726,14.2074746769,10,1,12.9478083954,rv0604,SouvAllain,male,RoiPrisonnier,1911,1911,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0659,48936,3470,14.1025936599,12,11,9.5449411236,rv0659,Ryck,male,ParisMourir,1969,1969,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0660,51619,5006,10.3114262885,8,4,8.3603840855,rv0660,Ryck,male,HeuresOuvrables,1963,1963,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv0661,79997,4918,16.2661651078,13,7,12.5412259564,rv0661,Ryck,male,ConseilFamille,1983,1983,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv0662,51336,3478,14.7602070155,13,12,9.6953005911,rv0662,Ryck,male,DrolePistolet,1969,1969,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0663,63055,4389,14.366598314,12,5,11.2275815799,rv0663,Ryck,male,AutobiographieTueur,1987,1987,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv0664,43857,3024,14.5029761905,13,8,10.3761270379,rv0664,Ryck,male,PeauTorpedo,1968,1968,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0665,50074,3313,15.1143978267,13,9,10.3072866425,rv0665,Ryck,male,Incroyant,1970,1970,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0666,52633,4213,12.4929978638,10,6,9.7211176822,rv0666,Ryck,male,IntentionsPacifiques,1977,1977,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0667,67274,5751,11.6977916884,9,4,9.6929091919,rv0667,Ryck,male,Piege,1981,1981,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0668,46896,4141,11.3248007728,9,6,8.3127142265,rv0668,Ryck,male,VoulezVousMourir,1973,1973,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0669,42475,3427,12.3942223519,11,8,7.7462003563,rv0669,Ryck,male,CimetiereDurs,1968,1968,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0670,49717,3316,14.9930639324,13,7,10.8481797441,rv0670,Ryck,male,FeuVertPoissonsRouges,1967,1967,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0672,39366,3696,10.650974026,9,6,7.7962375155,rv0672,Amila,male,BalconHiroshima,1985,1985,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0673,75948,5961,12.7408152994,10,5,11.7297517422,rv0673,Pennac,male,Malaussene2FeeCarabine,1987,1987,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv0674,14446,1480,9.7608108108,7,6,9.7319245835,rv0674,Pennac,male,Malaussene5ChretiensMaures,1996,1996,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv0675,40932,3517,11.6383281206,8,5,15.7773457347,rv0675,Pennac,male,Malaussene6FruitsPassion,1999,1999,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv0676,62811,5427,11.5737976783,9,6,10.6064253329,rv0676,Pennac,male,Malaussene1BonheurOgres,1985,1985,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv0677,45021,4948,9.0988278092,7,2,7.5687988804,rv0677,Amila,male,BonneTisane,1955,1955,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0678,138043,13837,9.9763677098,7,4,10.6568316999,rv0678,Pennac,male,Malaussene4MonsieurM,1995,1995,novel,policier,mixed,N/A,N/A,contemporains,contemporains
rv0679,50493,4691,10.7638030271,9,4,8.3940002245,rv0679,Amila,male,BoucherHurlus,1982,1982,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0680,49031,4561,10.7500548125,8,6,9.038482158,rv0680,Amila,male,LuneOmaha,1964,1964,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0681,51440,5099,10.0882525985,8,4,8.1774577423,rv0681,Amila,male,NocesSoufre,1964,1964,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0682,94176,7746,12.1580170411,9,4,12.6730957929,rv0682,Pennac,male,Malaussene3PetiteMarchande,1989,1989,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv0683,47500,5081,9.3485534344,8,5,7.1251045683,rv0683,Amila,male,PitieRats,1964,1964,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0684,48414,4973,9.7353710034,8,5,7.4732547895,rv0684,Amila,male,NefDingues,1972,1972,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv0685,47862,3113,15.3748795374,12,6,12.905143512,rv0685,Bourget,male,LaurenceAlbani,1919,1919,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0686,47699,3152,15.1329314721,12,2,12.9735344344,rv0686,Bourget,male,DanseurMondain,1926,1926,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0687,38056,2340,16.2632478632,13,11,12.5895058611,rv0687,Bourget,male,Laborantine,1934,1934,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0688,49560,2677,18.5132611132,15,1,14.6475308616,rv0688,Bourget,male,DeuxSoeurs,1905,1905,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0689,37462,3584,10.4525669643,8,6,8.0672386473,rv0689,Khadra,male,Morituri,1997,1997,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv0690,36784,3453,10.652765711,9,7,7.8335320372,rv0690,Khadra,male,DoubleBlanc,1998,1998,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv0691,38058,3318,11.4701627486,9,7,9.139705753,rv0691,Khadra,male,AutomneChimeres,1998,1998,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv0692,118030,2379,49.613282892,24,3,65.9070454367,rv0692,Butor,male,EmploiTemps,1956,1956,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv0694,18097,940,19.2521276596,10,2,24.1631697438,rv0694,Perec,male,CabinetAmateur,1979,1979,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0695,25153,980,25.6663265306,16,N/A,31.6791937252,rv0695,Perec,male,HommeQuiDort,1967,1967,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0696,77895,4957,15.7141416179,11,1,16.2365627854,rv0696,LeClezio,male,ProcesVerbal,1963,1963,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0698,101054,5768,17.5197642164,15,12,11.9681714022,rv0698,LeClezio,male,EtoileErrante,1992,1992,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0699,129935,6142,21.1551611853,19,17,13.7218325882,rv0699,LeClezio,male,Desert,1980,1980,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0700,115265,7026,16.4054938799,14,14,11.1604359193,rv0700,LeClezio,male,ChercheurOr,1985,1985,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0701,32434,2195,14.776309795,10,1,13.2418052728,rv0701,Colette,female,BleHerbe,1923,1923,novel,blanche,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0702,78582,4850,16.2024742268,12,1,14.7795147327,rv0702,Colette,female,ClaudineEcole,1900,1900,novel,blanche,autodiegetic,N/A,N/A,contemporains,contemporains
rv0703,51147,3809,13.4279338409,10,1,11.9381497406,rv0703,Colette,female,ClaudineMenage,1902,1902,novel,blanche,autodiegetic,N/A,N/A,contemporains,contemporains
rv0704,55652,4527,12.2933510051,9,N/A,10.9299073115,rv0704,Colette,female,ClaudineParis,1901,1901,novel,blanche,autodiegetic,N/A,N/A,contemporains,contemporains
rv0706,32066,2598,12.3425712086,9,5,11.2936368076,rv0706,Colette,female,Duo,1934,1934,novel,blanche,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0707,37739,2707,13.9412633912,10,4,12.2150364392,rv0707,Colette,female,FinDeCheri,1926,1926,novel,blanche,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0708,53143,4203,12.644063764,9,1,11.5540863587,rv0708,Colette,female,IngenueLibertine,1909,1909,novel,blanche,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0709,38050,3189,11.9316400125,9,6,11.2621363759,rv0709,Colette,female,JulieDeCarneilhan,1941,1941,novel,blanche,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0710,37594,2253,16.6861961829,12,5,15.0462394377,rv0710,Colette,female,MaisonClaudine,1922,1922,novel,blanche,autodiegetic,N/A,N/A,contemporains,contemporains
rv0711,37904,2196,17.2604735883,13,5,14.5816745209,rv0711,Colette,female,NaissanceJour,1928,1928,novel,blanche,autodiegetic,N/A,N/A,contemporains,contemporains
rv0712,44576,2994,14.8884435538,10,1,15.0348597399,rv0712,Colette,female,RetraiteSentimentale,1907,1907,novel,blanche,autodiegetic,N/A,N/A,contemporains,contemporains
rv0713,40896,3577,11.4330444507,8,2,10.6493428293,rv0713,Colette,female,Seconde,1929,1929,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0714,19447,1766,11.0118912797,8,4,9.8174951391,rv0714,Colette,female,Toutounier,1939,1939,novel,blanche,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0715,30514,2020,15.1059405941,10,2,14.5569439847,rv0715,Colette,female,VrillesVigne,1908,1908,short_story,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0743,83864,4866,17.2346896835,12,1,17.5302098731,rv0743,Leroux,male,EtrangesNoces,1916,1916,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0744,130669,6448,20.2650434243,13,1,21.5476923597,rv0744,Leroux,male,RouletabilleBohémiens,1922,1922,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0745,221122,14746,14.99538858,10,1,15.5023212571,rv0745,Leroux,male,ReineSabbat,1911,1911,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0748,38607,1064,36.2847744361,33,1,25.4338799515,rv0748,Loti,male,PrimeJeunesse,1919,1919,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0762,34660,2532,13.6887835703,10,3,12.7254512525,rv0762,MduGard,male,Thibault1,1922,1922,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0763,52656,3672,14.339869281,10,4,12.8069698133,rv0763,MduGard,male,Thibault2,1922,1922,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0764,89018,6533,13.6258992806,10,3,13.0786789911,rv0764,MduGard,male,Thibault3,1923,1923,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0765,30225,1997,15.1352028042,11,5,14.1167159824,rv0765,MduGard,male,Thibault4,1928,1928,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0766,41987,3443,12.1948881789,9,4,12.0882637162,rv0766,MduGard,male,Thibault5,1928,1928,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0767,52346,3392,15.4321933962,11,5,14.514310648,rv0767,MduGard,male,Thibault6,1929,1929,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0768,135507,8378,16.1741465744,11,6,15.1953733023,rv0768,MduGard,male,Thibault7a,1936,1936,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0769,142886,9616,14.8591930116,10,3,14.2547148524,rv0769,MduGard,male,Thibault7b,1936,1936,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0770,92895,6407,14.4989854846,10,3,14.6044017527,rv0770,MduGard,male,Thibault8,1940,1940,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0771,41198,2492,16.5321027287,12,5,14.3369007189,rv0771,Rolland,male,JeanChristophe01,1904,1904,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0772,41422,2392,17.3168896321,13,4,14.945047021,rv0772,Rolland,male,JeanChristophe02,1904,1904,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0773,54978,3723,14.7671232877,10,5,13.9049678936,rv0773,Rolland,male,JeanChristophe03,1904,1904,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0774,97773,5773,16.9362549801,13,5,15.242542493,rv0774,Rolland,male,JeanChristophe04,1905,1905,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0775,69725,3876,17.9889060888,13,6,16.2096249466,rv0775,Rolland,male,JeanChristophe05,1908,1908,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0776,37818,1822,20.7563117453,16,6,19.0846775974,rv0776,Rolland,male,JeanChristophe06,1908,1908,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0777,59130,3457,17.1044258027,12,4,16.1694214085,rv0777,Rolland,male,JeanChristophe07,1908,1908,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0778,58954,3941,14.9591474245,11,5,13.7045937577,rv0778,Rolland,male,JeanChristophe08,1910,1910,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0779,66432,4461,14.891728312,11,6,13.2240424262,rv0779,Rolland,male,JeanChristophe09,1911,1911,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0780,60074,4156,14.4547641963,10,5,12.8005964098,rv0780,Rolland,male,JeanChristophe10,1912,1912,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0785,105575,5659,18.6561229899,17,13,12.470433776,rv0785,Verne,male,BoursesVoyage,1903,1903,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0789,61531,3066,20.0688193085,18,1,14.1286891184,rv0789,Verne,male,ChasseMeteoreV1,1901,1901,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0790,72655,4271,17.0112385858,14,8,12.832325181,rv0790,Verne,male,ChasseMeteoreV2,1908,1908,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0791,37013,3029,12.2195444041,10,7,9.2241269139,rv0791,Nothomb,female,Attentat,1997,1997,novel,blanche,autodiegetic,N/A,N/A,contemporains,contemporains
rv0792,20974,2034,10.3117010816,8,6,7.7895873036,rv0792,Nothomb,female,TuerPere,2011,2011,novel,blanche,autodiegetic,N/A,N/A,contemporains,contemporains
rv0793,27992,2088,13.4061302682,11,5,10.0989264236,rv0793,Nothomb,female,FormeVie,2010,2010,novel,blanche,autodiegetic,N/A,N/A,contemporains,contemporains
rv0794,25873,2366,10.9353338969,9,5,8.6389763844,rv0794,Nothomb,female,Petronille,2014,2014,novel,blanche,autodiegetic,N/A,N/A,contemporains,contemporains
rv0795,34575,3314,10.4330114665,9,5,8.1420629487,rv0795,Nothomb,female,Peplum,1996,1996,novel,blanche,dialogic,N/A,N/A,contemporains,contemporains
rv0796,37520,3066,12.2374429224,10,6,9.5616436799,rv0796,Nothomb,female,NiEveNiAdam,2007,2007,novel,blanche,autodiegetic,N/A,N/A,contemporains,contemporains
rv0797,21010,1575,13.3396825397,11,5,14.2711445986,rv0797,Nothomb,female,VoyageHiver,2009,2009,novel,blanche,autodiegetic,N/A,N/A,contemporains,contemporains
rv0798,35495,3094,11.4722042663,9,7,8.5353576479,rv0798,Nothomb,female,Catilinaires,1995,1995,novel,blanche,autodiegetic,N/A,N/A,contemporains,contemporains
rv0799,32687,2353,13.8916277093,11,N/A,11.2680768507,rv0799,Nothomb,female,SabotageAmoureux,1993,1993,novel,blanche,autodiegetic,N/A,N/A,contemporains,contemporains
rv0800,26997,2583,10.4518002323,9,7,7.41794053,rv0800,Nothomb,female,FaitPrince,2008,2008,novel,blanche,autodiegetic,N/A,N/A,contemporains,contemporains
rv0801,19203,1627,11.8027043639,9,6,9.6787891862,rv0801,Nothomb,female,CrimeComteNeville,2015,2015,novel,blanche,heterodiegetic,N/A,N/A,contemporains,contemporains
rv0802,47960,4276,11.2160898036,9,6,9.7044772466,rv0802,Nothomb,female,HygieneAssassin,1992,1992,novel,blanche,dialogic,N/A,N/A,contemporains,contemporains
rv0803,46711,3862,12.0950284827,10,5,9.5280681129,rv0803,Pelot,male,BalladePresqueHomme,1974,1974,novel,sciencefiction,diegetic,N/A,N/A,contemporains,contemporains
rv0804,81771,6960,11.7487068966,9,2,9.9640985454,rv0804,Pelot,male,DeliriumCircus,1977,1977,novel,sciencefiction,diegetic,N/A,N/A,contemporains,contemporains
rv0805,35296,3541,9.9678057046,8,2,7.9202522262,rv0805,Pelot,male,PlombNeige,1974,1974,novel,policier,diegetic,N/A,N/A,contemporains,contemporains
rv0806,37336,3701,10.0880843015,8,5,7.851246113,rv0806,Pelot,male,JeSuisLaBrume,1973,1973,novel,fantastic,diegetic,N/A,N/A,contemporains,contemporains
rv0807,46394,3067,15.1268340398,10,2,14.6798645232,rv0807,Pelot,male,BonheurSardines,1993,1993,novel,policier,diegetic,N/A,N/A,contemporains,contemporains
rv0808,36620,3115,11.7560192616,9,6,9.8694296663,rv0808,Pelot,male,BruitAutres,1985,1985,novel,sciencefiction,diegetic,N/A,N/A,contemporains,contemporains
rv0809,44777,3420,13.0926900585,10,2,11.9527532033,rv0809,Pelot,male,ChantHommeMort,2014,2014,novel,sciencefiction,diegetic,N/A,N/A,contemporains,contemporains
rv0850,52634,2830,18.5985865724,17,14,11.8374143979,rv0850,Verne,male,MaitreMonde,1904,1904,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0851,92498,2306,40.1118820468,29,1,39.2327606968,rv0851,Proust,male,CombrayR1a,1913,1913,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0852,89491,2500,35.7964,25,1,35.6318249187,rv0852,Proust,male,AmourSwannR1b,1913,1913,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0853,74380,2119,35.1014629542,27,12,30.9018998078,rv0853,Proust,male,JeunesFillesR2a,1913,1913,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0854,70426,1840,38.275,27,8,35.6697171677,rv0854,Proust,male,JeunesFillesR2b,1913,1913,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv0855,79071,2123,37.2449364107,28,N/A,33.0297303456,rv0855,Proust,male,JeunesFillesR2c,1913,1913,novel,blanche,n.av.,N/A,N/A,contemporains,contemporains
rv1010,17034,1043,16.3317353787,13,6,11.8923430476,rv1010,Daeninckx,male,CrimeSaintAdresse,2004,2004,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1011,34130,2129,16.0310004697,14,8,11.2443703146,rv1011,Daeninckx,male,Galadio,2010,2010,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1012,85010,4507,18.8617705791,16,4,14.4161799483,rv1012,Daeninckx,male,Itineraire,2006,2006,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1013,18667,991,18.8365287588,17,N/A,12.2230166854,rv1013,Daeninckx,male,JeTue,2003,2003,novel,policier,autodiegetic,N/A,N/A,contemporains,contemporains
rv1014,28693,1679,17.0893388922,13,N/A,14.0710906513,rv1014,Daeninckx,male,LouerCommission,2011,2011,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1015,53586,3879,13.8143851508,12,6,8.8123626705,rv1015,Daeninckx,male,Meurtres,1984,1984,novel,policier,mixed,N/A,N/A,contemporains,contemporains
rv1016,47193,3685,12.8067842605,11,7,9.0598257401,rv1016,Daeninckx,male,MortNOublie,1989,1989,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1017,54158,2924,18.5218878249,15,11,13.692434519,rv1017,Daeninckx,male,MortPremier,1997,1997,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1018,39822,4176,9.5359195402,9,1,6.0498925782,rv1018,Daeninckx,male,NazisMetro,1996,1996,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1019,42007,4277,9.821603928,9,1,5.9426155353,rv1019,Daeninckx,male,RouteRom,2003,2003,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1030,37435,3934,9.5157600407,8,1,7.9158725257,rv1030,Japrisot,male,AdieuAmi,1968,1968,film-script,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1031,85755,10415,8.2337974076,8,4,4.954325259,rv1031,Japrisot,male,DameAuto,1966,1966,novel,policier,mixed,N/A,N/A,contemporains,contemporains
rv1032,132160,8077,16.3625108332,13,10,11.970614056,rv1032,Japrisot,male,EteMeurtrier,1977,1977,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1033,34539,4116,8.3913994169,6,1,7.2688957462,rv1033,Japrisot,male,CourseLievre,1972,1972,film-script,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1034,34125,3362,10.1502082094,8,3,8.2636353682,rv1034,Japrisot,male,PassagerPluie,1992,1992,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1035,49622,4243,11.6950271035,9,4,9.1636259116,rv1035,Japrisot,male,Piège pour Cendrillon,1963,1963,novel,policier,other,N/A,N/A,contemporains,contemporains
rv1036,58783,4406,13.3415796641,10,5,12.3513303519,rv1036,Japrisot,male,CompartimentTueurs,1962,1962,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1037,64665,7687,8.4122544556,7,1,5.726685082,rv1037,Leblanc,male,AiguilleCreuse,1909,1909,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1038,76016,6126,12.4087495919,8,4,11.6424062693,rv1038,Leblanc,male,BouchonCristal,1912,1912,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1039,53716,4485,11.9768115942,9,4,10.8977572116,rv1039,Leblanc,male,CagliostroSeVenge,1935,1935,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1040,48064,4257,11.2905802208,8,4,10.0337877897,rv1040,Leblanc,male,ChapeletRouge,1934,1934,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1041,58001,4754,12.2004627682,9,4,10.948784652,rv1041,Leblanc,male,Frontiere,1911,1911,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1042,61363,4732,12.9676669484,10,3,10.7869169238,rv1042,Leblanc,male,GentlemanCambrioleur,1907,1907,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1043,69128,5324,12.9842223892,9,4,11.0144420142,rv1043,Leblanc,male,HuitCoups,1923,1923,short_story,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1044,114265,14682,7.7826590383,6,1,5.4808397109,rv1044,Leblanc,male,HuitCentTreize,1910,1910,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1045,46950,4139,11.3433196424,8,4,10.6771364382,rv1045,Leblanc,male,MillardsLupin,1941,1941,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1046,52651,4574,11.5109313511,8,3,10.5886945989,rv1046,Leblanc,male,Victor,1933,1933,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1047,92838,4389,21.1524265208,15,1,20.2273984463,rv1047,Leroux,male,BatailleInvisible,1917,1917,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1048,85912,4171,20.597458643,15,1,19.770555937,rv1048,Leroux,male,CapitaineHyx,1917,1917,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1049,115230,6609,17.4353154789,12,1,17.3971725448,rv1049,Leroux,male,ChateauNoir,1914,1914,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1050,87960,5660,15.5406360424,11,4,15.3049430438,rv1050,Leroux,male,Tenebreuses1FinMonde,1924,1924,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1051,112607,11847,9.5051067781,8,1,6.1635200638,rv1051,Leroux,male,FilsTroisPeres,1925,1925,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1052,59189,3122,18.9586803331,13,1,18.8879638738,rv1052,Leroux,male,RouletabilleKrupp,1917,1917,novel,policier,n.av.,N/A,N/A,contemporains,contemporains
rv1053,71175,3167,22.4739501105,13,1,25.0985276703,rv1053,Leroux,male,MachineAssassiner,1923,1923,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1054,91474,5035,18.1676266137,13,2,17.2227680254,rv1054,Leroux,male,MystereChambre,1907,1907,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1055,71713,6194,11.5778172425,12,18,6.835738108,rv1055,Leroux,male,Poupee,1923,1923,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1056,88058,5823,15.1224454748,10,1,14.6591340334,rv1056,Leroux,male,Tenebreuses2SangNeva,1925,1925,novel,policier,heterodiegetic,N/A,N/A,contemporains,contemporains
rv1057,44985,4005,11.2322097378,8,6,9.9135595478,rv1057,Malet,male,Abattoir,1972,1972,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1058,55248,4777,11.5654176261,9,4,10.250267993,rv1058,Malet,male,BurmaBercail,1967,1967,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1059,58190,8199,7.0972069765,7,1,4.399180617,rv1059,Malet,male,CentVingtRueGare,1943,1943,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1060,48319,4134,11.6881954523,8,6,10.9986484187,rv1060,Malet,male,BurmaCourtPoupee,1971,1971,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1061,44928,3904,11.5081967213,8,7,10.9876483571,rv1061,Malet,male,CroqueMort,1969,1969,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1062,57698,5122,11.2647403358,8,2,10.5746912255,rv1062,Malet,male,BurmaEnDirect,1962,1962,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1063,52367,4728,11.0759306261,8,4,10.1219900678,rv1063,Malet,male,DroleEpreuve,1968,1968,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1064,50678,4721,10.7345901292,8,4,9.9669485726,rv1064,Malet,male,FievreMarais,1955,1955,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1065,36429,3233,11.2678626663,8,6,10.6118136045,rv1065,Malet,male,BurmaDansIle,1970,1970,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1066,40271,3489,11.5422757237,8,5,11.1510900072,rv1066,Malet,male,Soleil,1949,1949,novel,policier,homodiegetic,N/A,N/A,contemporains,contemporains
rv1067,47522,3803,12.4959242703,9,6,11.9869844265,rv1067,Manchette,male,AffaireNGustro,1971,1971,novel,policier,mixed,N/A,N/A,contemporains,contemporains
